"","genes","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","description"
"2739","SNHG15",3.19601635545839e-98,0.552550157959576,0.911,0.747,5.76944872487348e-94,"SNU719","SNHG15","small nucleolar RNA host gene 15 [Source:HGNC Symbol;Acc:HGNC:27797]"
"2740","PSMC4",3.9340621121625e-98,0.552287255493824,0.813,0.526,7.10176892487574e-94,"SNU719","PSMC4","proteasome 26S subunit, ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9551]"
"2741","COMMD1",4.53881092947323e-98,0.503027912787387,0.79,0.501,8.19346148988507e-94,"SNU719","COMMD1","copper metabolism domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23024]"
"2742","CYCS",5.4828341455453e-98,0.4254410635742,1,1,9.89761219953837e-94,"SNU719","CYCS","cytochrome c, somatic [Source:HGNC Symbol;Acc:HGNC:19986]"
"2743","THOC3",6.25825105261298e-98,0.519234108403595,0.849,0.591,1.1297394800177e-93,"SNU719","THOC3","THO complex 3 [Source:HGNC Symbol;Acc:HGNC:19072]"
"2744","TMEM219",6.36723691744439e-98,0.370982438798909,0.996,0.968,1.14941360833706e-93,"SNU719","TMEM219","transmembrane protein 219 [Source:HGNC Symbol;Acc:HGNC:25201]"
"2745","LAMTOR2",1.6440555514749e-97,0.366855494484532,0.993,0.957,2.96784908152249e-93,"SNU719","LAMTOR2","late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:HGNC Symbol;Acc:HGNC:29796]"
"2746","MGST3",1.75998871226265e-97,0.462990538682952,0.996,0.947,3.17713162337654e-93,"SNU719","MGST3","microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:HGNC:7064]"
"2747","PHB2",1.79141674025409e-97,0.355958286667306,0.997,0.99,3.23386549950669e-93,"SNU719","PHB2","prohibitin 2 [Source:HGNC Symbol;Acc:HGNC:30306]"
"2748","POLR2C",2.0567364201068e-97,0.486316903204887,0.851,0.565,3.71282058557679e-93,"SNU719","POLR2C","RNA polymerase II subunit C [Source:HGNC Symbol;Acc:HGNC:9189]"
"2749","ACTN4",2.13483898762757e-97,0.368437105879513,0.998,0.976,3.85381134046529e-93,"SNU719","ACTN4","actinin alpha 4 [Source:HGNC Symbol;Acc:HGNC:166]"
"2750","TMUB1",2.34107201369149e-97,0.443238447871539,0.947,0.794,4.22610319911588e-93,"SNU719","TMUB1","transmembrane and ubiquitin like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21709]"
"2751","MRPL36",3.35038797427621e-97,0.421970966020685,0.983,0.937,6.04812037116342e-93,"SNU719","MRPL36","mitochondrial ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:14490]"
"2752","PRDM1",4.582934988019e-97,0.466673661576798,0.409,0.042,8.2731142403719e-93,"SNU719","PRDM1","PR/SET domain 1 [Source:HGNC Symbol;Acc:HGNC:9346]"
"2753","HNRNPAB",9.29352713580772e-97,0.479323943107872,0.992,0.97,1.67766751855601e-92,"SNU719","HNRNPAB","heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:HGNC:5034]"
"2754","TIMM50",1.08632515472412e-96,0.468112066767473,0.873,0.64,1.96103416930798e-92,"SNU719","TIMM50","translocase of inner mitochondrial membrane 50 [Source:HGNC Symbol;Acc:HGNC:23656]"
"2755","AP2B1",1.99228238895292e-96,0.43680207917838,0.976,0.916,3.59646816853781e-92,"SNU719","AP2B1","adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]"
"2756","MPHOSPH8",3.20490606638381e-96,0.453881237072904,0.918,0.734,5.78549643103605e-92,"SNU719","MPHOSPH8","M-phase phosphoprotein 8 [Source:HGNC Symbol;Acc:HGNC:29810]"
"2757","AKIRIN2",5.03563272521093e-96,0.541998637671204,0.704,0.36,9.09032419555077e-92,"SNU719","AKIRIN2","akirin 2 [Source:HGNC Symbol;Acc:HGNC:21407]"
"2758","ERG28",6.20369356801639e-96,0.43047015193681,0.934,0.791,1.11989076289832e-91,"SNU719","ERG28","ergosterol biosynthesis 28 homolog [Source:HGNC Symbol;Acc:HGNC:1187]"
"2759","HEPH",7.02535575611596e-96,0.460362936320563,0.497,0.105,1.26821722109405e-91,"SNU719","HEPH","hephaestin [Source:HGNC Symbol;Acc:HGNC:4866]"
"2760","VTI1B",7.15756110812844e-96,0.369416716112574,0.992,0.976,1.29208293123935e-91,"SNU719","VTI1B","vesicle transport through interaction with t-SNAREs 1B [Source:HGNC Symbol;Acc:HGNC:17793]"
"2761","MAGEA12",1.16124266843575e-95,0.377584722424368,0.354,0.007,2.09627526506022e-91,"SNU719","MAGEA12","MAGE family member A12 [Source:HGNC Symbol;Acc:HGNC:6799]"
"2762","VIL1",4.1111662134369e-95,0.481779380468385,0.847,0.538,7.42147724849629e-91,"SNU719","VIL1","villin 1 [Source:HGNC Symbol;Acc:HGNC:12690]"
"2763","DHRS11",4.22531427724255e-95,0.486519239681227,0.639,0.268,7.62753733327824e-91,"SNU719","DHRS11","dehydrogenase/reductase 11 [Source:HGNC Symbol;Acc:HGNC:28639]"
"2764","NMT1",4.69750227388274e-95,0.493047494462684,0.962,0.9,8.47993110481313e-91,"SNU719","NMT1","N-myristoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7857]"
"2765","HSPD1",6.39696699227787e-95,0.394833393857858,1,1,1.154780481446e-90,"SNU719","HSPD1","heat shock protein family D (Hsp60) member 1 [Source:HGNC Symbol;Acc:HGNC:5261]"
"2766","FAM207A",6.69554476887003e-95,0.439719342518482,0.923,0.749,1.20867974167642e-90,"SNU719","FAM207A","family with sequence similarity 207 member A [Source:HGNC Symbol;Acc:HGNC:15811]"
"2767","MAGOH",2.0903287649549e-94,0.443238748215629,0.965,0.859,3.77346148649659e-90,"SNU719","MAGOH","mago homolog, exon junction complex subunit [Source:HGNC Symbol;Acc:HGNC:6815]"
"2768","POM121",2.19994140228683e-94,0.492906336139839,0.767,0.466,3.97133421940819e-90,"SNU719","POM121","POM121 transmembrane nucleoporin [Source:HGNC Symbol;Acc:HGNC:19702]"
"2769","EIF3F",2.52065235174077e-94,0.317952201226635,1,0.999,4.55028162536244e-90,"SNU719","EIF3F","eukaryotic translation initiation factor 3 subunit F [Source:HGNC Symbol;Acc:HGNC:3275]"
"2770","COX7B",3.6537531773983e-94,0.306286123535838,1,0.999,6.59575523583942e-90,"SNU719","COX7B","cytochrome c oxidase subunit 7B [Source:HGNC Symbol;Acc:HGNC:2291]"
"2771","PAK1",3.99432072172197e-94,0.448124508115724,0.941,0.801,7.2105477668525e-90,"SNU719","PAK1","p21 (RAC1) activated kinase 1 [Source:HGNC Symbol;Acc:HGNC:8590]"
"2772","GLG1",6.73177467353124e-94,0.444208840122814,0.944,0.781,1.21521996406586e-89,"SNU719","GLG1","golgi glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:4316]"
"2773","IP6K2",6.80238585568511e-94,0.454017786459661,0.931,0.761,1.22796669466828e-89,"SNU719","IP6K2","inositol hexakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:17313]"
"2774","ERGIC3",1.75781835263954e-93,0.321624812256582,0.998,0.993,3.1732136901849e-89,"SNU719","ERGIC3","ERGIC and golgi 3 [Source:HGNC Symbol;Acc:HGNC:15927]"
"2775","AL161431.1",2.23544425339724e-93,0.458250755497882,0.454,0.082,4.03542396623269e-89,"SNU719","AL161431.1","novel transcript"
"2776","PER3",2.79772245517296e-93,0.452822919882908,0.439,0.071,5.05044857607823e-89,"SNU719","PER3","period circadian regulator 3 [Source:HGNC Symbol;Acc:HGNC:8847]"
"2777","SFXN1",3.69099363521681e-93,0.443789955734453,0.897,0.683,6.66298171029339e-89,"SNU719","SFXN1","sideroflexin 1 [Source:HGNC Symbol;Acc:HGNC:16085]"
"2778","DDC",3.7724975226492e-93,0.504059600689446,0.691,0.332,6.81011252788633e-89,"SNU719","DDC","dopa decarboxylase [Source:HGNC Symbol;Acc:HGNC:2719]"
"2779","SNRPA",4.09508130718881e-93,0.49623766328305,0.857,0.621,7.39244077573724e-89,"SNU719","SNRPA","small nuclear ribonucleoprotein polypeptide A [Source:HGNC Symbol;Acc:HGNC:11151]"
"2780","MEP1A",4.97502645908612e-93,0.526573659892189,0.343,0.003,8.98091776394226e-89,"SNU719","MEP1A","meprin A subunit alpha [Source:HGNC Symbol;Acc:HGNC:7015]"
"2781","C17orf58",6.20250073545759e-93,0.46079177997317,0.855,0.597,1.1196754327648e-88,"SNU719","C17orf58","chromosome 17 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:27568]"
"2782","CACNA1D",6.74899913976089e-93,0.444803513705073,0.429,0.066,1.21832932470964e-88,"SNU719","CACNA1D","calcium voltage-gated channel subunit alpha1 D [Source:HGNC Symbol;Acc:HGNC:1391]"
"2783","SLC1A1",6.79287526006606e-93,0.425014743894458,0.377,0.027,1.22624984194712e-88,"SNU719","SLC1A1","solute carrier family 1 member 1 [Source:HGNC Symbol;Acc:HGNC:10939]"
"2784","KDELR2",8.62431535310684e-93,0.325119100801062,1,0.999,1.55686140754285e-88,"SNU719","KDELR2","KDEL endoplasmic reticulum protein retention receptor 2 [Source:HGNC Symbol;Acc:HGNC:6305]"
"2785","FBL",1.63413902053228e-92,0.32978138859449,0.999,0.992,2.94994775986488e-88,"SNU719","FBL","fibrillarin [Source:HGNC Symbol;Acc:HGNC:3599]"
"2786","CRELD2",2.29062572286318e-92,0.496853941260408,0.801,0.513,4.13503755491261e-88,"SNU719","CRELD2","cysteine rich with EGF like domains 2 [Source:HGNC Symbol;Acc:HGNC:28150]"
"2787","NDUFA1",6.40160481811577e-92,0.309432578829921,0.998,0.998,1.15561770176626e-87,"SNU719","NDUFA1","NADH:ubiquinone oxidoreductase subunit A1 [Source:HGNC Symbol;Acc:HGNC:7683]"
"2788","DNTTIP1",8.81445080641148e-92,0.532481615497142,0.676,0.337,1.5911846595734e-87,"SNU719","DNTTIP1","deoxynucleotidyltransferase terminal interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16160]"
"2789","TMEM243",1.08651258153497e-91,0.443252868848193,0.938,0.771,1.96137251218694e-87,"SNU719","TMEM243","transmembrane protein 243 [Source:HGNC Symbol;Acc:HGNC:21707]"
"2790","PLK2",1.32070991569165e-91,0.45645961754266,0.392,0.039,2.38414553980656e-87,"SNU719","PLK2","polo like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699]"
"2791","BATF",1.36234793787655e-91,0.451961271569288,0.506,0.129,2.45931049745475e-87,"SNU719","BATF","basic leucine zipper ATF-like transcription factor [Source:HGNC Symbol;Acc:HGNC:958]"
"2792","AC009275.1",1.60689487547826e-91,0.465034223652424,0.435,0.075,2.90076662921336e-87,"SNU719","AC009275.1","novel transcript"
"2793","AC010642.2",1.73785378901771e-91,0.44138321081073,0.887,0.675,3.13717365993476e-87,"SNU719","AC010642.2","novel transcript, antisense to ERVK3-1"
"2794","ATP5F1D",1.78051303381733e-91,0.271783196191802,1,1,3.21418212864705e-87,"SNU719","ATP5F1D","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"2795","MRGBP",1.27643828394009e-90,0.470897326075238,0.777,0.482,2.30422639016866e-86,"SNU719","MRGBP","MRG domain binding protein [Source:HGNC Symbol;Acc:HGNC:15866]"
"2796","AKT1S1",1.40918771666995e-90,0.43217538665966,0.911,0.742,2.5438656661326e-86,"SNU719","AKT1S1","AKT1 substrate 1 [Source:HGNC Symbol;Acc:HGNC:28426]"
"2797","VMA21",2.01905985661137e-90,0.432870847486668,0.904,0.675,3.64480685315484e-86,"SNU719","VMA21","vacuolar ATPase assembly factor VMA21 [Source:HGNC Symbol;Acc:HGNC:22082]"
"2798","METTL26",2.12523080126531e-90,0.345218051334167,0.997,0.987,3.83646664244414e-86,"SNU719","METTL26","methyltransferase like 26 [Source:HGNC Symbol;Acc:HGNC:14141]"
"2799","PDCD2L",2.22337307571516e-90,0.490159027516571,0.655,0.317,4.013633076281e-86,"SNU719","PDCD2L","programmed cell death 2 like [Source:HGNC Symbol;Acc:HGNC:28194]"
"2800","NUDT21",2.80735696018367e-90,0.41785270080789,0.946,0.826,5.06784078452357e-86,"SNU719","NUDT21","nudix hydrolase 21 [Source:HGNC Symbol;Acc:HGNC:13870]"
"2801","ATP2A1-AS1",3.85807936378475e-90,0.552564959236789,0.565,0.208,6.96460486750422e-86,"SNU719","ATP2A1-AS1","ATP2A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51370]"
"2802","CEACAM6",4.71777509390971e-90,1.02048655936996,0.433,0.073,8.5165275995258e-86,"SNU719","CEACAM6","carcinoembryonic antigen related cell adhesion molecule 6 [Source:HGNC Symbol;Acc:HGNC:1818]"
"2803","SLC4A2",7.49653202108186e-90,0.476184083188128,0.652,0.306,1.3532739604457e-85,"SNU719","SLC4A2","solute carrier family 4 member 2 [Source:HGNC Symbol;Acc:HGNC:11028]"
"2804","AC245595.1",7.68343053860238e-90,0.458051313139569,0.607,0.242,1.3870128808285e-85,"SNU719","AC245595.1","lysine (K)-specific methyltransferase 2C (KMT2C) pseudogene"
"2805","MTURN",1.06371685568583e-89,0.461534340416614,0.549,0.174,1.92022166788406e-85,"SNU719","MTURN","maturin, neural progenitor differentiation regulator homolog [Source:HGNC Symbol;Acc:HGNC:25457]"
"2806","CEBPZ",2.06343196776355e-89,0.427148746499704,0.956,0.877,3.72490738820677e-85,"SNU719","CEBPZ","CCAAT enhancer binding protein zeta [Source:HGNC Symbol;Acc:HGNC:24218]"
"2807","SUCLG1",2.35675466968331e-89,0.414473924699937,0.979,0.906,4.25441352971231e-85,"SNU719","SUCLG1","succinate-CoA ligase alpha subunit [Source:HGNC Symbol;Acc:HGNC:11449]"
"2808","CROT",3.85831158458673e-89,0.445535813228985,0.541,0.173,6.96502407249597e-85,"SNU719","CROT","carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]"
"2809","NOSIP",3.95386556170885e-89,0.440973981311794,0.93,0.763,7.13751811199681e-85,"SNU719","NOSIP","nitric oxide synthase interacting protein [Source:HGNC Symbol;Acc:HGNC:17946]"
"2810","CDC25B",4.07234711440483e-89,0.442766094024503,0.81,0.448,7.3514010109236e-85,"SNU719","CDC25B","cell division cycle 25B [Source:HGNC Symbol;Acc:HGNC:1726]"
"2811","MESP1",4.62930342875669e-89,0.355203273327276,0.324,0,8.35681854959158e-85,"SNU719","MESP1","mesoderm posterior bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:29658]"
"2812","LINC01535",4.8906483415111e-89,0.373569493205213,0.363,0.025,8.82859838609583e-85,"SNU719","LINC01535","long intergenic non-protein coding RNA 1535 [Source:HGNC Symbol;Acc:HGNC:51282]"
"2813","EPS8",5.47383228033242e-89,0.51174770404026,0.885,0.687,9.88136203245608e-85,"SNU719","EPS8","epidermal growth factor receptor pathway substrate 8 [Source:HGNC Symbol;Acc:HGNC:3420]"
"2814","SNX5",5.74062832452013e-89,0.400209563331446,0.985,0.931,1.03629822514237e-84,"SNU719","SNX5","sorting nexin 5 [Source:HGNC Symbol;Acc:HGNC:14969]"
"2815","TMED9",7.645478820565e-89,0.431986965730623,0.958,0.798,1.38016183668839e-84,"SNU719","TMED9","transmembrane p24 trafficking protein 9 [Source:HGNC Symbol;Acc:HGNC:24878]"
"2816","NUP210",2.553781377572e-88,0.448547021048961,0.545,0.172,4.61008614279297e-84,"SNU719","NUP210","nucleoporin 210 [Source:HGNC Symbol;Acc:HGNC:30052]"
"2817","CD2BP2",2.76794064322759e-88,0.453264235725877,0.814,0.563,4.99668644915445e-84,"SNU719","CD2BP2","CD2 cytoplasmic tail binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1656]"
"2818","IGBP1",3.2312881726361e-88,0.503311214884367,0.916,0.769,5.83312140924268e-84,"SNU719","IGBP1","immunoglobulin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5461]"
"2819","SRSF7",3.44105313230342e-88,0.442499635832071,0.995,0.976,6.21178911443413e-84,"SNU719","SRSF7","serine and arginine rich splicing factor 7 [Source:HGNC Symbol;Acc:HGNC:10789]"
"2820","B3GNT2",4.76943532654229e-88,0.492463054978064,0.763,0.471,8.60978465147414e-84,"SNU719","B3GNT2","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15629]"
"2821","DNAJA2",5.34449227913009e-88,0.440119603281864,0.894,0.686,9.64787746228564e-84,"SNU719","DNAJA2","DnaJ heat shock protein family (Hsp40) member A2 [Source:HGNC Symbol;Acc:HGNC:14884]"
"2822","SDHAF1",6.0339450442648e-88,0.43140697102954,0.852,0.604,1.08924775939068e-83,"SNU719","SDHAF1","succinate dehydrogenase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:33867]"
"2823","CKAP2",9.64245751374977e-88,0.555387887758867,0.789,0.446,1.74065643038211e-83,"SNU719","CKAP2","cytoskeleton associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1990]"
"2824","RHBDD2",1.09350209907845e-87,0.425035639020215,0.848,0.57,1.97398998925642e-83,"SNU719","RHBDD2","rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082]"
"2825","IRF3",1.23630008435804e-87,0.411583425367376,0.937,0.748,2.23176891228314e-83,"SNU719","IRF3","interferon regulatory factor 3 [Source:HGNC Symbol;Acc:HGNC:6118]"
"2826","AP1M2",1.71098717172871e-87,0.442855691784653,0.907,0.73,3.08867404240466e-83,"SNU719","AP1M2","adaptor related protein complex 1 subunit mu 2 [Source:HGNC Symbol;Acc:HGNC:558]"
"2827","WNT5B",3.86495610642327e-87,0.335769541626977,0.323,0.003,6.97701876331529e-83,"SNU719","WNT5B","Wnt family member 5B [Source:HGNC Symbol;Acc:HGNC:16265]"
"2828","SLC22A18AS",4.15602571851652e-87,0.415227221101871,0.341,0.013,7.50245762706602e-83,"SNU719","SLC22A18AS","solute carrier family 22 member 18 antisense [Source:HGNC Symbol;Acc:HGNC:10965]"
"2829","POLR3H",8.61768519278758e-87,0.468070421084312,0.727,0.423,1.55566453100201e-82,"SNU719","POLR3H","RNA polymerase III subunit H [Source:HGNC Symbol;Acc:HGNC:30349]"
"2830","PRKCA",9.22400620619013e-87,0.465173406975793,0.804,0.534,1.66511760034144e-82,"SNU719","PRKCA","protein kinase C alpha [Source:HGNC Symbol;Acc:HGNC:9393]"
"2831","GLRX",9.7494047017492e-87,0.431596448416199,0.508,0.144,1.75996253675977e-82,"SNU719","GLRX","glutaredoxin [Source:HGNC Symbol;Acc:HGNC:4330]"
"2832","PCLAF",1.37159530225477e-86,0.442423462115351,0.902,0.613,2.47600383963032e-82,"SNU719","PCLAF","PCNA clamp associated factor [Source:HGNC Symbol;Acc:HGNC:28961]"
"2833","GLRX5",1.38715590449992e-86,0.326744299732924,0.997,0.983,2.50409383880326e-82,"SNU719","GLRX5","glutaredoxin 5 [Source:HGNC Symbol;Acc:HGNC:20134]"
"2834","MICA",1.63147680739727e-86,0.346921652495554,0.316,0,2.94514193271355e-82,"SNU719","MICA","MHC class I polypeptide-related sequence A [Source:HGNC Symbol;Acc:HGNC:7090]"
"2835","DQX1",1.80791771463491e-86,0.374506218197281,0.332,0.009,3.26365305845894e-82,"SNU719","DQX1","DEAQ-box RNA dependent ATPase 1 [Source:HGNC Symbol;Acc:HGNC:20410]"
"2836","GSTK1",3.70229612340829e-86,0.427574262166822,0.978,0.877,6.68338496197665e-82,"SNU719","GSTK1","glutathione S-transferase kappa 1 [Source:HGNC Symbol;Acc:HGNC:16906]"
"2837","HRAS",3.73560934944028e-86,0.438836468772263,0.886,0.668,6.7435219976096e-82,"SNU719","HRAS","HRas proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:5173]"
"2838","MKNK1",4.32905548848195e-86,0.47102448754908,0.705,0.393,7.81481096780762e-82,"SNU719","MKNK1","MAPK interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:7110]"
"2839","MNX1-AS1",4.93935739265382e-86,0.454906276228906,0.592,0.252,8.91652796521868e-82,"SNU719","MNX1-AS1","MNX1 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:48954]"
"2840","NECTIN1",5.9337089473122e-86,0.45105715363008,0.595,0.242,1.0711531391688e-81,"SNU719","NECTIN1","nectin cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:9706]"
"2841","CNIH1",6.89438314453051e-86,0.342441462079646,0.993,0.969,1.24457404525065e-81,"SNU719","CNIH1","cornichon family AMPA receptor auxiliary protein 1 [Source:HGNC Symbol;Acc:HGNC:19431]"
"2842","ACE",9.46155590494932e-86,0.37625615057046,0.319,0.003,1.70800007196145e-81,"SNU719","ACE","angiotensin I converting enzyme [Source:HGNC Symbol;Acc:HGNC:2707]"
"2843","NTPCR",1.76044974600088e-85,0.432199587799273,0.825,0.561,3.17796388148079e-81,"SNU719","NTPCR","nucleoside-triphosphatase, cancer-related [Source:HGNC Symbol;Acc:HGNC:28204]"
"2844","SNX8",2.4009599655527e-85,0.455845900146117,0.694,0.362,4.33421292981573e-81,"SNU719","SNX8","sorting nexin 8 [Source:HGNC Symbol;Acc:HGNC:14972]"
"2845","UTP11",2.75777193815607e-85,0.430321714654555,0.871,0.626,4.97832990275934e-81,"SNU719","UTP11","UTP11 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24329]"
"2846","IL15",3.26469887753383e-85,0.395223564052966,0.408,0.063,5.89343441372406e-81,"SNU719","IL15","interleukin 15 [Source:HGNC Symbol;Acc:HGNC:5977]"
"2847","EMC6",3.5910768425519e-85,0.359774311170667,0.978,0.894,6.48261191617469e-81,"SNU719","EMC6","ER membrane protein complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:28430]"
"2848","YWHAE",5.76893412494916e-85,0.318689339472092,1,0.998,1.04140798823582e-80,"SNU719","YWHAE","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon [Source:HGNC Symbol;Acc:HGNC:12851]"
"2849","AL137785.1",1.76145905052704e-84,0.394626831848541,0.442,0.091,3.17978587801141e-80,"SNU719","AL137785.1","novel transcript"
"2850","PPP2R5C",2.00059587261486e-84,0.411376339390141,0.948,0.822,3.61147566924435e-80,"SNU719","PPP2R5C","protein phosphatase 2 regulatory subunit B'gamma [Source:HGNC Symbol;Acc:HGNC:9311]"
"2851","SPON2",2.10723793870466e-84,0.468415024848231,0.455,0.098,3.80398592694966e-80,"SNU719","SPON2","spondin 2 [Source:HGNC Symbol;Acc:HGNC:11253]"
"2852","INPP1",2.35979832315632e-84,0.471580212420193,0.818,0.559,4.2599079329618e-80,"SNU719","INPP1","inositol polyphosphate-1-phosphatase [Source:HGNC Symbol;Acc:HGNC:6071]"
"2853","LINC00960",2.83699502061116e-84,0.363416871864665,0.31,0,5.12134341120726e-80,"SNU719","LINC00960","long intergenic non-protein coding RNA 960 [Source:HGNC Symbol;Acc:HGNC:48710]"
"2854","COMT",3.23522164361327e-84,0.440098938390684,0.977,0.883,5.84022211105067e-80,"SNU719","COMT","catechol-O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:2228]"
"2855","TRIM29",4.03697890648291e-84,0.401702863603163,0.4,0.059,7.28755432198295e-80,"SNU719","TRIM29","tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274]"
"2856","FUOM",4.49327937579073e-84,0.35254879602756,0.309,0,8.11126792917743e-80,"SNU719","FUOM","fucose mutarotase [Source:HGNC Symbol;Acc:HGNC:24733]"
"2857","PXDC1",6.78256721029997e-84,0.340410585661862,0.315,0.004,1.22438903280335e-79,"SNU719","PXDC1","PX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21361]"
"2858","DERA",2.10717317543007e-83,0.418797282914124,0.831,0.55,3.80386901628636e-79,"SNU719","DERA","deoxyribose-phosphate aldolase [Source:HGNC Symbol;Acc:HGNC:24269]"
"2859","LUC7L3",5.27584035454443e-83,0.382589361246598,0.984,0.964,9.5239470080236e-79,"SNU719","LUC7L3","LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309]"
"2860","C12orf45",8.75813244078436e-83,0.424028725014065,0.879,0.679,1.58101806821039e-78,"SNU719","C12orf45","chromosome 12 open reading frame 45 [Source:HGNC Symbol;Acc:HGNC:28628]"
"2861","TRIOBP",1.69428938267289e-82,0.432122623849445,0.958,0.878,3.05853119360109e-78,"SNU719","TRIOBP","TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:17009]"
"2862","HNF4A",2.27720661468595e-82,0.554034957228409,0.68,0.321,4.11081338083107e-78,"SNU719","HNF4A","hepatocyte nuclear factor 4 alpha [Source:HGNC Symbol;Acc:HGNC:5024]"
"2863","POP7",2.69026029907467e-82,0.352874628430402,0.992,0.944,4.8564578918896e-78,"SNU719","POP7","POP7 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:19949]"
"2864","UBALD2",3.16453080274186e-82,0.458114545921175,0.914,0.707,5.71261100510961e-78,"SNU719","UBALD2","UBA like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28438]"
"2865","GIPC1",3.45491462210647e-82,0.405738271512796,0.943,0.837,6.2368118758266e-78,"SNU719","GIPC1","GIPC PDZ domain containing family member 1 [Source:HGNC Symbol;Acc:HGNC:1226]"
"2866","SPRED2",5.15612114494534e-82,0.464287787315709,0.752,0.463,9.30782989085532e-78,"SNU719","SPRED2","sprouty related EVH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17722]"
"2867","DPY19L1",1.12696902216599e-81,0.461036153721405,0.62,0.288,2.03440447881404e-77,"SNU719","DPY19L1","dpy-19 like C-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:22205]"
"2868","HOTTIP",1.35870393464581e-81,0.345138061059585,0.301,0,2.45273234282262e-77,"SNU719","HOTTIP","HOXA distal transcript antisense RNA [Source:HGNC Symbol;Acc:HGNC:37461]"
"2869","REPIN1",1.3845475127182e-81,0.420841459195633,0.953,0.835,2.4993851699589e-77,"SNU719","REPIN1","replication initiator 1 [Source:HGNC Symbol;Acc:HGNC:17922]"
"2870","PRKAG2",2.64770973915576e-81,0.445116193540104,0.644,0.317,4.77964562112397e-77,"SNU719","PRKAG2","protein kinase AMP-activated non-catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:9386]"
"2871","DAD1",3.21347869014914e-81,0.344856142972044,0.998,0.994,5.80097173145722e-77,"SNU719","DAD1","defender against cell death 1 [Source:HGNC Symbol;Acc:HGNC:2664]"
"2872","PCGF5",3.35803185911893e-81,0.437020954488432,0.739,0.439,6.06191911208149e-77,"SNU719","PCGF5","polycomb group ring finger 5 [Source:HGNC Symbol;Acc:HGNC:28264]"
"2873","RAB1A",6.68146252753794e-81,0.348320002670476,0.987,0.937,1.20613761547115e-76,"SNU719","RAB1A","RAB1A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9758]"
"2874","KCMF1",8.80330088396057e-81,0.385729032077875,0.955,0.858,1.58917187557256e-76,"SNU719","KCMF1","potassium channel modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:20589]"
"2875","CBX3",1.84036808785685e-80,0.288067434622878,1,1,3.32223247219918e-76,"SNU719","CBX3","chromobox 3 [Source:HGNC Symbol;Acc:HGNC:1553]"
"2876","DUSP23",1.92656021475655e-80,0.433049689777385,0.816,0.564,3.47782649967852e-76,"SNU719","DUSP23","dual specificity phosphatase 23 [Source:HGNC Symbol;Acc:HGNC:21480]"
