"","gene","p_val","avg_logFC","pct.1","pct.2","p_val_adj","description"
"485","STIP1",7.43563636445091e-193,0.409627769831857,0.21,0.861,1.61561506926789e-188,"stress induced phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11387]"
"486","PI3",1.87025964912516e-192,-0.335304106797546,0.023,0.377,4.06370016561915e-188,"peptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:8947]"
"487","DDX3X",2.21273589211906e-192,0.461927037716251,0.199,0.83,4.8078325463963e-188,"DEAD-box helicase 3 X-linked [Source:HGNC Symbol;Acc:HGNC:2745]"
"488","ELAVL1",3.23670715232295e-192,0.48122585144584,0.191,0.808,7.03271730056731e-188,"ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312]"
"489","LGALS9",5.29196293363272e-192,0.286626180072126,0.104,0.584,1.14983770621972e-187,"galectin 9 [Source:HGNC Symbol;Acc:HGNC:6570]"
"490","JAG1",1.56947035947932e-191,0.266332226397338,0.103,0.582,3.41014519707666e-187,"jagged canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:6188]"
"491","TMBIM4",1.79399984352937e-191,0.45008782498813,0.199,0.828,3.89800286002062e-187,"transmembrane BAX inhibitor motif containing 4 [Source:HGNC Symbol;Acc:HGNC:24257]"
"492","ZDHHC20",2.5221337614735e-191,0.267156538259757,0.08,0.523,5.48009223692963e-187,"zinc finger DHHC-type containing 20 [Source:HGNC Symbol;Acc:HGNC:20749]"
"493","EZR",2.76373600919656e-191,0.403671919869149,0.186,0.794,6.00504560078228e-187,"ezrin [Source:HGNC Symbol;Acc:HGNC:12691]"
"494","XRCC6",5.28585692721774e-191,0.420059830106739,0.229,0.911,1.14851099314587e-186,"X-ray repair cross complementing 6 [Source:HGNC Symbol;Acc:HGNC:4055]"
"495","ACLY",9.51013450921574e-191,0.373962202443015,0.139,0.67,2.0663620261624e-186,"ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]"
"496","ANKRD40",1.60280211652464e-190,0.274418925676089,0.093,0.554,3.48256843878474e-186,"ankyrin repeat domain 40 [Source:HGNC Symbol;Acc:HGNC:28233]"
"497","DERL1",2.15604080345681e-190,0.257557334123743,0.096,0.563,4.68464545775096e-186,"derlin 1 [Source:HGNC Symbol;Acc:HGNC:28454]"
"498","HM13",4.36525611987885e-190,0.303450507050024,0.245,0.954,9.48482849727276e-186,"histocompatibility minor 13 [Source:HGNC Symbol;Acc:HGNC:16435]"
"499","PSMC3",4.79461054285866e-190,0.438183922290609,0.204,0.84,1.04177297875233e-185,"proteasome 26S subunit, ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9549]"
"500","KDM5B",5.38286142830472e-190,0.281824410573147,0.099,0.57,1.16958813114205e-185,"lysine demethylase 5B [Source:HGNC Symbol;Acc:HGNC:18039]"
"501","PPIH",4.0389247094607e-189,0.335017083373977,0.125,0.632,8.77577560871621e-185,"peptidylprolyl isomerase H [Source:HGNC Symbol;Acc:HGNC:14651]"
"502","S100A16",4.70514247178686e-189,-0.512409989797131,0.362,0.997,1.02233335626985e-184,"S100 calcium binding protein A16 [Source:HGNC Symbol;Acc:HGNC:20441]"
"503","PSMD1",6.7814913065212e-189,0.427262619160733,0.222,0.887,1.47348243108093e-184,"proteasome 26S subunit, non-ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9554]"
"504","PSIP1",7.76160617037764e-189,0.272876903548401,0.103,0.577,1.68644178869965e-184,"PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]"
"505","CDK6",8.64086051588047e-189,0.373948143464625,0.224,0.89,1.87748617289051e-184,"cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777]"
"506","AHCYL1",1.18495359562964e-188,0.457386005294995,0.179,0.772,2.57466717258407e-184,"adenosylhomocysteinase like 1 [Source:HGNC Symbol;Acc:HGNC:344]"
"507","ETNK1",1.22747566238481e-188,0.337380036179472,0.104,0.578,2.66705911922971e-184,"ethanolamine kinase 1 [Source:HGNC Symbol;Acc:HGNC:24649]"
"508","CDC42SE2",1.95302192689935e-188,0.430312324927838,0.151,0.697,4.24352604276691e-184,"CDC42 small effector 2 [Source:HGNC Symbol;Acc:HGNC:18547]"
"509","P4HA1",3.08459077265629e-188,0.315921369793739,0.103,0.576,6.70219883082758e-184,"prolyl 4-hydroxylase subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8546]"
"510","ESRP1",4.80221311775694e-188,0.260179550680985,0.088,0.539,1.04342486622623e-183,"epithelial splicing regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:25966]"
"511","FOSL2",9.01952097688471e-188,0.327898001272707,0.112,0.599,1.95976151785751e-183,"FOS like 2, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3798]"
"512","GOT2",3.5659960460611e-187,0.457992553942998,0.221,0.881,7.74819620888155e-183,"glutamic-oxaloacetic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4433]"
"513","PCBD1",7.08971695466357e-187,-0.394712386473223,0.311,0.999,1.5404536999093e-182,"pterin-4 alpha-carbinolamine dehydratase 1 [Source:HGNC Symbol;Acc:HGNC:8646]"
"514","NARS",1.1152643343086e-186,0.27243401282713,0.25,0.961,2.42324634558573e-182,"asparaginyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:7643]"
"515","RPA2",1.18152484424014e-186,0.294768226206818,0.105,0.578,2.56721718156497e-182,"replication protein A2 [Source:HGNC Symbol;Acc:HGNC:10290]"
"516","PMEPA1",3.31212027991855e-186,0.345787350846127,0.182,0.772,7.19657494420702e-182,"prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:14107]"
"517","CD47",3.68883342635445e-186,0.397891690835672,0.213,0.858,8.01509726878296e-182,"CD47 molecule [Source:HGNC Symbol;Acc:HGNC:1682]"
"518","ATP1B3",1.83881618181662e-185,0.414951042149863,0.237,0.922,3.99537979985116e-181,"ATPase Na+/K+ transporting subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:806]"
"519","TMEM97",2.33183988981012e-185,0.30651523033715,0.115,0.601,5.06662171257942e-181,"transmembrane protein 97 [Source:HGNC Symbol;Acc:HGNC:28106]"
"520","IQGAP1",2.9813163539998e-185,0.403562040129729,0.235,0.918,6.47780417397077e-181,"IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110]"
"521","HNRNPH3",3.68001857892118e-185,0.437169905384659,0.194,0.804,7.99594436827994e-181,"heterogeneous nuclear ribonucleoprotein H3 [Source:HGNC Symbol;Acc:HGNC:5043]"
"522","DCAF13",6.19031706492599e-185,0.341676118232191,0.115,0.602,1.34503209186712e-180,"DDB1 and CUL4 associated factor 13 [Source:HGNC Symbol;Acc:HGNC:24535]"
"523","RYBP",6.23008648711451e-185,0.325733735391052,0.11,0.589,1.35367319192024e-180,"RING1 and YY1 binding protein [Source:HGNC Symbol;Acc:HGNC:10480]"
"524","RYBP",6.23008648711451e-185,0.325733735391052,0.11,0.589,1.35367319192024e-180,"RING1 and YY1 binding protein [Source:NCBI gene;Acc:23429]"
"525","MFAP1",3.26619789314195e-184,0.290494845053965,0.1,0.562,7.09679478221883e-180,"microfibril associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7032]"
"526","UQCRC2",5.02324945948948e-184,0.452614361231605,0.222,0.879,1.09145164255787e-179,"ubiquinol-cytochrome c reductase core protein 2 [Source:HGNC Symbol;Acc:HGNC:12586]"
"527","CS",5.20965797502368e-184,0.462277248372344,0.183,0.773,1.13195448481315e-179,"citrate synthase [Source:HGNC Symbol;Acc:HGNC:2422]"
"528","MAOB",6.18545437295213e-184,0.284829334027506,0.097,0.555,1.34397552615504e-179,"monoamine oxidase B [Source:HGNC Symbol;Acc:HGNC:6834]"
"529","ZC3HAV1",1.76036897552257e-183,0.29651255276732,0.093,0.545,3.82492971001544e-179,"zinc finger CCCH-type containing, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]"
"530","PSMD10",2.30497049926485e-183,0.359881392711128,0.116,0.601,5.00823990080266e-179,"proteasome 26S subunit, non-ATPase 10 [Source:HGNC Symbol;Acc:HGNC:9555]"
"531","ATP6AP2",3.07538275053919e-183,0.386835470969942,0.144,0.67,6.68219164037156e-179,"ATPase H+ transporting accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:18305]"
"532","TFAP2A",1.01772028371895e-182,0.280244893281451,0.085,0.522,2.21130263246453e-178,"transcription factor AP-2 alpha [Source:HGNC Symbol;Acc:HGNC:11742]"
"533","PTRH2",1.11596078274864e-182,0.258392326588294,0.08,0.511,2.42475958875625e-178,"peptidyl-tRNA hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:24265]"
"534","ALDOA",1.25086635832663e-182,0.352885033408658,0.136,0.65,2.7178824233721e-178,"aldolase, fructose-bisphosphate A [Source:HGNC Symbol;Acc:HGNC:414]"
"535","IDH3A",1.51125427214494e-182,0.293467159178999,0.094,0.544,3.28365328251652e-178,"isocitrate dehydrogenase (NAD(+)) 3 alpha [Source:HGNC Symbol;Acc:HGNC:5384]"
"536","NUB1",1.77357307153662e-182,0.497393924224674,0.205,0.831,3.85361956983476e-178,"negative regulator of ubiquitin like proteins 1 [Source:HGNC Symbol;Acc:HGNC:17623]"
"537","NDUFA7",2.51821377074398e-182,0.40372890913802,0.144,0.67,5.47157488107253e-178,"NADH:ubiquinone oxidoreductase subunit A7 [Source:HGNC Symbol;Acc:HGNC:7691]"
"538","COPB1",5.91702047237049e-182,0.432981550859124,0.143,0.666,1.28565020823666e-177,"coatomer protein complex subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:2231]"
"539","UBE4A",8.05299823148243e-182,0.254470980413666,0.076,0.499,1.7497554557365e-177,"ubiquitination factor E4A [Source:HGNC Symbol;Acc:HGNC:12499]"
"540","MRPL1",8.24558447811909e-182,0.390388941568481,0.123,0.616,1.79160059540571e-177,"mitochondrial ribosomal protein L1 [Source:HGNC Symbol;Acc:HGNC:14275]"
"541","CPSF2",1.15481273725159e-181,0.365834292823594,0.124,0.619,2.50917711550026e-177,"cleavage and polyadenylation specific factor 2 [Source:HGNC Symbol;Acc:HGNC:2325]"
"542","TBX3",2.08008966276235e-181,0.379717999166195,0.155,0.694,4.51961881925004e-177,"T-box transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11602]"
"543","OSBP",3.820454013005e-181,0.280994442530579,0.089,0.53,8.30108247945726e-177,"oxysterol binding protein [Source:HGNC Symbol;Acc:HGNC:8503]"
"544","TMEM30A",8.22341002975837e-181,0.384411047967853,0.136,0.647,1.7867825312659e-176,"transmembrane protein 30A [Source:HGNC Symbol;Acc:HGNC:16667]"
"545","CAPRIN1",1.32523631377904e-180,0.475757164490854,0.234,0.907,2.8794734625791e-176,"cell cycle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6743]"
"546","LARP7",3.52925124814518e-180,0.446693099552664,0.144,0.665,7.66835711196984e-176,"La ribonucleoprotein domain family member 7 [Source:HGNC Symbol;Acc:HGNC:24912]"
"547","SLTM",6.89324868273261e-180,0.321932912783143,0.252,0.953,1.49776507378414e-175,"SAFB like transcription modulator [Source:HGNC Symbol;Acc:HGNC:20709]"
"548","EPHB4",2.4546860450655e-179,0.373260105441845,0.132,0.634,5.33354183871832e-175,"EPH receptor B4 [Source:HGNC Symbol;Acc:HGNC:3395]"
"549","ANXA3",3.75371823266658e-179,0.386123275234569,0.162,0.71,8.15607897593795e-175,"annexin A3 [Source:HGNC Symbol;Acc:HGNC:541]"
"550","SLC16A1",8.70019622127189e-179,0.321745595491352,0.112,0.582,1.89037863495796e-174,"solute carrier family 16 member 1 [Source:HGNC Symbol;Acc:HGNC:10922]"
"551","GART",1.18664769873699e-178,0.422150832272637,0.15,0.678,2.57834811981574e-174,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"
"552","IGF2BP3",1.91264892385697e-178,0.450460852561982,0.197,0.802,4.15580358175642e-174,"insulin like growth factor 2 mRNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:28868]"
"553","TFF1",2.26783131963271e-178,-0.888256124902482,0.019,0.344,4.92754389129795e-174,"trefoil factor 1 [Source:HGNC Symbol;Acc:HGNC:11755]"
"554","APEX1",2.98713432524e-178,0.35866964494583,0.245,0.933,6.49044546188148e-174,"apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]"
"555","GANAB",5.79726402160384e-178,0.478299449105752,0.193,0.79,1.25962952661408e-173,"glucosidase II alpha subunit [Source:HGNC Symbol;Acc:HGNC:4138]"
"556","EPRS",6.28028774618249e-178,0.475444859191554,0.196,0.798,1.36458092149053e-173,"glutamyl-prolyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:3418]"
"557","EEF1D",6.3813512606927e-178,-0.476848607140978,0.384,1,1.38654000192331e-173,"eukaryotic translation elongation factor 1 delta [Source:HGNC Symbol;Acc:HGNC:3211]"
"558","SSR1",1.07503019606797e-177,0.391188299572743,0.245,0.933,2.33582561001649e-173,"signal sequence receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:11323]"
"559","MARCH6",1.10092978973152e-177,0.366267699070555,0.124,0.611,2.39210024712864e-173,"membrane associated ring-CH-type finger 6 [Source:HGNC Symbol;Acc:HGNC:30550]"
"560","TRAM1",1.40091207008414e-177,0.462292270912661,0.203,0.815,3.04390174587881e-173,"translocation associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:20568]"
"561","DSP",2.50086994419136e-177,0.3414129811302,0.248,0.936,5.43389021473898e-173,"desmoplakin [Source:HGNC Symbol;Acc:HGNC:3052]"
"562","GLO1",2.7918516884493e-177,0.438118524859137,0.17,0.727,6.06613534866263e-173,"glyoxalase I [Source:HGNC Symbol;Acc:HGNC:4323]"
"563","EIF4EBP2",4.12719631884529e-177,0.455378881901108,0.208,0.828,8.96757216158704e-173,"eukaryotic translation initiation factor 4E binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3289]"
"564","IER2",6.3402290529145e-177,0.334023287546464,0.24,0.909,1.37760496861726e-172,"immediate early response 2 [Source:HGNC Symbol;Acc:HGNC:28871]"
"565","HNRNPUL1",9.60230578032166e-177,0.383106867452355,0.245,0.93,2.08638899994829e-172,"heterogeneous nuclear ribonucleoprotein U like 1 [Source:HGNC Symbol;Acc:HGNC:17011]"
"566","OXR1",1.07407353638713e-176,0.412028003428119,0.141,0.651,2.33374697986195e-172,"oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822]"
"567","RNF103",4.14756757813409e-176,0.264255144767407,0.083,0.508,9.01183483376975e-172,"ring finger protein 103 [Source:HGNC Symbol;Acc:HGNC:12859]"
"568","PURPL",4.35571780162828e-176,0.270998875990906,0.087,0.517,9.46410363937793e-172,"p53 upregulated regulator of p53 levels [Source:HGNC Symbol;Acc:HGNC:48995]"
"569","VCL",7.26360090312807e-176,0.282050553424948,0.091,0.528,1.57823520423167e-171,"vinculin [Source:HGNC Symbol;Acc:HGNC:12665]"
"570","PRELID1",1.10182007149755e-175,-0.379783303732043,0.325,0.997,2.39403465134988e-171,"PRELI domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30255]"
"571","TM9SF3",4.31637553793923e-175,0.294382467539673,0.263,0.977,9.37862076883437e-171,"transmembrane 9 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:21529]"
"572","HIF1A",9.64851551209638e-175,0.323375066317613,0.101,0.549,2.0964294504683e-170,"hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910]"
"573","PSMD2",1.41461071249076e-174,0.456675385986302,0.231,0.887,3.07366615609993e-170,"proteasome 26S subunit, non-ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9559]"
"574","SKA2",1.68371284047281e-174,0.351006726888031,0.136,0.637,3.65837125977933e-170,"spindle and kinetochore associated complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28006]"
"575","PSMA6",2.70525082279558e-174,0.324598371393384,0.099,0.545,5.87796898777023e-170,"proteasome subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:9535]"
"576","STARD7",3.22830693704645e-174,0.490812531868307,0.219,0.853,7.01446531281452e-170,"StAR related lipid transfer domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18063]"
"577","CSE1L",4.27879100015288e-174,0.427213337538702,0.159,0.693,9.29695708513218e-170,"chromosome segregation 1 like [Source:HGNC Symbol;Acc:HGNC:2431]"
"578","MAGT1",2.16941026834097e-173,0.326897333872807,0.106,0.56,4.71369463105126e-169,"magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28880]"
"579","ERO1A",3.54213670888211e-173,0.381730168373686,0.25,0.936,7.69635464105905e-169,"endoplasmic reticulum oxidoreductase 1 alpha [Source:HGNC Symbol;Acc:HGNC:13280]"
"580","ATP13A3",5.93540402660004e-173,0.316724867660227,0.103,0.552,1.28964458689966e-168,"ATPase 13A3 [Source:HGNC Symbol;Acc:HGNC:24113]"
"581","RUNX1",8.38718649098721e-173,0.268952649385958,0.094,0.529,1.8223678807617e-168,"RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]"
"582","MTCH2",1.58625049185888e-172,0.386401031277782,0.256,0.952,3.44660506871097e-168,"mitochondrial carrier 2 [Source:HGNC Symbol;Acc:HGNC:17587]"
"583","GHITM",1.63630824430511e-172,0.315497649432397,0.259,0.96,3.55537055322614e-168,"growth hormone inducible transmembrane protein [Source:HGNC Symbol;Acc:HGNC:17281]"
"584","EIF2S1",2.47252491521669e-172,0.481798638113339,0.222,0.857,5.37230213578282e-168,"eukaryotic translation initiation factor 2 subunit alpha [Source:HGNC Symbol;Acc:HGNC:3265]"
"585","ITGA6",3.42591854173986e-172,0.391409677524569,0.251,0.936,7.44383580749237e-168,"integrin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6142]"
"586","AKAP11",9.23839150418876e-172,0.280122971047474,0.08,0.493,2.00731770603013e-167,"A-kinase anchoring protein 11 [Source:HGNC Symbol;Acc:HGNC:369]"
"587","NSF",1.17800512542806e-171,0.261572679719409,0.081,0.496,2.55956953653009e-167,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase [Source:HGNC Symbol;Acc:HGNC:8016]"
"588","PRDX3",1.35174630785043e-171,0.469470688285628,0.234,0.89,2.93707437769742e-167,"peroxiredoxin 3 [Source:HGNC Symbol;Acc:HGNC:9354]"
"589","TMEM50B",1.87872432458418e-171,0.416679869027057,0.145,0.654,4.08209221245651e-167,"transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]"
"590","HACD3",2.75012582587462e-171,0.449143501201655,0.203,0.804,5.97547339446037e-167,"3-hydroxyacyl-CoA dehydratase 3 [Source:HGNC Symbol;Acc:HGNC:24175]"
"591","COX5A",3.01914807389029e-171,-0.300386090809591,0.305,1,6.56000493494881e-167,"cytochrome c oxidase subunit 5A [Source:HGNC Symbol;Acc:HGNC:2267]"
"592","B4GALT5",4.47910496575921e-171,0.449492627000772,0.162,0.697,9.73219926960161e-167,"beta-1,4-galactosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:928]"
"593","NPEPPS",4.76020494992917e-171,0.503701048692143,0.224,0.86,1.03429733152061e-166,"aminopeptidase puromycin sensitive [Source:HGNC Symbol;Acc:HGNC:7900]"
"594","DNAJC2",5.25598197608721e-171,0.410787055471722,0.249,0.93,1.14201976376423e-166,"DnaJ heat shock protein family (Hsp40) member C2 [Source:HGNC Symbol;Acc:HGNC:13192]"
"595","MRPL47",6.18392267685496e-171,0.481364701166044,0.183,0.75,1.34364271922705e-166,"mitochondrial ribosomal protein L47 [Source:HGNC Symbol;Acc:HGNC:16652]"
"596","SRSF1",9.38627199115027e-171,0.476370153822931,0.227,0.869,2.03944917823713e-166,"serine and arginine rich splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:10780]"
"597","ARL5A",1.48348030332533e-170,0.365888086126151,0.12,0.591,3.22330600306528e-166,"ADP ribosylation factor like GTPase 5A [Source:HGNC Symbol;Acc:HGNC:696]"
"598","FDFT1",9.88403148480104e-170,0.416259487198916,0.161,0.691,2.14760236101757e-165,"farnesyl-diphosphate farnesyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3629]"
"599","FDFT1",9.88403148480104e-170,0.416259487198916,0.161,0.691,2.14760236101757e-165,"farnesyl-diphosphate farnesyltransferase 1 [Source:NCBI gene;Acc:2222]"
"600","CELF1",7.26281852106305e-169,0.47537289949498,0.236,0.891,1.57806520825658e-164,"CUGBP Elav-like family member 1 [Source:HGNC Symbol;Acc:HGNC:2549]"
"601","MARCKS",1.14173376636361e-168,0.431003027086512,0.219,0.839,2.48075912755486e-164,"myristoylated alanine rich protein kinase C substrate [Source:HGNC Symbol;Acc:HGNC:6759]"
"602","LAMC1",3.902978134256e-168,0.281663790276878,0.093,0.518,8.48039089011144e-164,"laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]"
"603","RRAGA",4.09335531425976e-168,0.479844203168683,0.162,0.69,8.89404242682361e-164,"Ras related GTP binding A [Source:HGNC Symbol;Acc:HGNC:16963]"
"604","GSR",4.12121123668983e-167,0.259077554726721,0.08,0.485,8.95456777507965e-163,"glutathione-disulfide reductase [Source:HGNC Symbol;Acc:HGNC:4623]"
"605","MT1X",5.99162142260215e-167,0.328258107870125,0.184,0.74,1.301859502703e-162,"metallothionein 1X [Source:HGNC Symbol;Acc:HGNC:7405]"
"606","IST1",1.4941756981493e-166,0.507198307621315,0.221,0.844,3.2465449569388e-162,"IST1 factor associated with ESCRT-III [Source:HGNC Symbol;Acc:HGNC:28977]"
"607","CXADR",1.74115822917103e-166,0.440762331731666,0.227,0.859,3.78318860034282e-162,"CXADR Ig-like cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:2559]"
"608","RAE1",2.31489620003666e-166,0.257978651670009,0.085,0.497,5.02980646343965e-162,"ribonucleic acid export 1 [Source:HGNC Symbol;Acc:HGNC:9828]"
"609","EIF4A3",9.55239469060692e-166,0.405450564795044,0.136,0.62,2.07554431837507e-161,"eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]"
"610","EP300",1.19943473415782e-165,0.332252480161865,0.096,0.523,2.60613179037812e-161,"E1A binding protein p300 [Source:HGNC Symbol;Acc:HGNC:3373]"
"611","ACTN1",1.31348295467552e-165,0.435527114488074,0.238,0.888,2.85393576391896e-161,"actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]"
"612","CAPG",5.91335215305439e-165,0.386470291536305,0.229,0.858,1.28485315581566e-160,"capping actin protein, gelsolin like [Source:HGNC Symbol;Acc:HGNC:1474]"
"613","USP14",6.33991507697564e-165,0.508827502880692,0.183,0.74,1.37753674792527e-160,"ubiquitin specific peptidase 14 [Source:HGNC Symbol;Acc:HGNC:12612]"
"614","SF3B1",1.28637473441694e-164,0.523136618915406,0.196,0.774,2.79503502294113e-160,"splicing factor 3b subunit 1 [Source:HGNC Symbol;Acc:HGNC:10768]"
"615","HAUS6",1.61215446102586e-164,0.31254231816354,0.093,0.512,3.502889212917e-160,"HAUS augmin like complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25948]"
"616","PRPF40A",2.52296309569313e-164,0.374162123359821,0.265,0.962,5.48189421432203e-160,"pre-mRNA processing factor 40 homolog A [Source:HGNC Symbol;Acc:HGNC:16463]"
"617","CNOT6",4.56793515909675e-164,0.271921843274472,0.087,0.497,9.92520951368543e-160,"CCR4-NOT transcription complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14099]"
"618","ZFHX3",1.04168875083167e-163,0.536816512376887,0.187,0.746,2.26338131780706e-159,"zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:777]"
"619","NCOA3",1.76250150524213e-163,0.269232607015203,0.081,0.483,3.8295632705901e-159,"nuclear receptor coactivator 3 [Source:HGNC Symbol;Acc:HGNC:7670]"
"620","CORO1C",3.5611622002229e-163,0.310467597313329,0.106,0.543,7.73769322864431e-159,"coronin 1C [Source:HGNC Symbol;Acc:HGNC:2254]"
"621","FAM91A1",5.77361931820874e-163,0.377736846574541,0.13,0.601,1.2544920054604e-158,"family with sequence similarity 91 member A1 [Source:HGNC Symbol;Acc:HGNC:26306]"
"622","MAP2K1",8.65639405300854e-163,0.278346279814492,0.088,0.497,1.8808612998377e-158,"mitogen-activated protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6840]"
"623","ARL6IP6",9.69863566495746e-163,0.264264328678884,0.078,0.475,2.10731955728196e-158,"ADP ribosylation factor like GTPase 6 interacting protein 6 [Source:HGNC Symbol;Acc:HGNC:24048]"
"624","ADNP",1.45459625685137e-162,0.492146661076197,0.154,0.661,3.16054674688665e-158,"activity dependent neuroprotector homeobox [Source:HGNC Symbol;Acc:HGNC:15766]"
"625","DNAJA2",1.514671278745e-162,0.488212380811641,0.248,0.911,3.29107775445713e-158,"DnaJ heat shock protein family (Hsp40) member A2 [Source:HGNC Symbol;Acc:HGNC:14884]"
"626","HNRNPDL",2.15436081770653e-161,0.328695233977772,0.27,0.97,4.68099518471275e-157,"heterogeneous nuclear ribonucleoprotein D like [Source:HGNC Symbol;Acc:HGNC:5037]"
"627","ADAR",2.58759428585318e-161,0.561325375557583,0.205,0.792,5.62232486430179e-157,"adenosine deaminase RNA specific [Source:HGNC Symbol;Acc:HGNC:225]"
"628","ID2",2.79935924793369e-161,0.429771200356439,0.179,0.721,6.08244777391033e-157,"inhibitor of DNA binding 2 [Source:HGNC Symbol;Acc:HGNC:5361]"
"629","STEAP2",4.14599369749733e-161,0.445356301481677,0.156,0.663,9.0084151059222e-157,"STEAP2 metalloreductase [Source:HGNC Symbol;Acc:HGNC:17885]"
"630","RPRD1B",4.63784184123863e-161,0.277640145093846,0.086,0.491,1.00771027526433e-156,"regulation of nuclear pre-mRNA domain containing 1B [Source:HGNC Symbol;Acc:HGNC:16209]"
"631","GMPS",5.64259484457913e-161,0.327347535584167,0.109,0.546,1.22602300783015e-156,"guanine monophosphate synthase [Source:HGNC Symbol;Acc:HGNC:4378]"
"632","SNRNP40",1.62416430016337e-160,0.384431704743071,0.123,0.581,3.52898419139497e-156,"small nuclear ribonucleoprotein U5 subunit 40 [Source:HGNC Symbol;Acc:HGNC:30857]"
"633","ARID1A",5.53664733499012e-160,0.515743702942647,0.234,0.866,1.20300273294665e-155,"AT-rich interaction domain 1A [Source:HGNC Symbol;Acc:HGNC:11110]"
"634","TMEM14A",1.90689554790012e-159,0.459342657702821,0.242,0.888,4.14330264647738e-155,"transmembrane protein 14A [Source:HGNC Symbol;Acc:HGNC:21076]"
"635","SAPCD2",2.69942823351112e-159,0.294620762490964,0.1,0.521,5.86531766577297e-155,"suppressor APC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28055]"
"636","PPP1R14B",3.07050946179319e-159,-0.276478781018449,0.319,0.996,6.67160295858425e-155,"protein phosphatase 1 regulatory inhibitor subunit 14B [Source:HGNC Symbol;Acc:HGNC:9057]"
"637","RAB5B",5.58708697919934e-159,0.372224992179891,0.125,0.584,1.21396225884043e-154,"RAB5B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9784]"
"638","KCNQ1OT1",8.47305925556225e-159,0.433033420845411,0.193,0.751,1.84102631504856e-154,"KCNQ1 opposite strand/antisense transcript 1 [Source:HGNC Symbol;Acc:HGNC:6295]"
"639","APP",9.62146126848083e-159,0.409953023940524,0.237,0.872,2.09055110441551e-154,"amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]"
