"","genes","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","description"
"3147","POP7",3.17902454397941e-50,0.279007731125879,0.986,0.95,6.18511015276633e-46,"SNU719","POP7","POP7 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:19949]"
"3148","MCRIP1",4.16066047285484e-50,0.356254935567102,0.648,0.407,8.09498101598638e-46,"SNU719","MCRIP1","MAPK regulated corepressor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28007]"
"3149","COMMD4",4.29721356161673e-50,0.352642753175538,0.726,0.489,8.36065870548151e-46,"SNU719","COMMD4","COMM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26027]"
"3150","CDKAL1",4.32094103858661e-50,0.306637346357189,0.468,0.198,8.40682288467411e-46,"SNU719","CDKAL1","CDK5 regulatory subunit associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:21050]"
"3151","PRKD3",4.38622018727499e-50,0.367039066083901,0.722,0.504,8.53382999636222e-46,"SNU719","PRKD3","protein kinase D3 [Source:HGNC Symbol;Acc:HGNC:9408]"
"3152","DTX2",4.73458593660199e-50,0.337180773018493,0.567,0.307,9.21161039825282e-46,"SNU719","DTX2","deltex E3 ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:15973]"
"3153","ATAD3A",7.54286677290016e-50,0.352449284305691,0.686,0.452,1.46754015933546e-45,"SNU719","ATAD3A","ATPase family AAA domain containing 3A [Source:HGNC Symbol;Acc:HGNC:25567]"
"3154","ZNF260",9.09516483991239e-50,0.334746809149956,0.517,0.258,1.76955527125335e-45,"SNU719","ZNF260","zinc finger protein 260 [Source:HGNC Symbol;Acc:HGNC:13499]"
"3155","ZMYM2",9.47343370466063e-50,0.349152362560537,0.725,0.527,1.84315126157877e-45,"SNU719","ZMYM2","zinc finger MYM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:12989]"
"3156","NUFIP1",1.00583911785728e-49,0.314417463885702,0.428,0.169,1.95696058770312e-45,"SNU719","NUFIP1","nuclear FMR1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8057]"
"3157","SH3BP5",1.07202785223598e-49,0.371214744569343,0.582,0.329,2.08573738931032e-45,"SNU719","SH3BP5","SH3 domain binding protein 5 [Source:HGNC Symbol;Acc:HGNC:10827]"
"3158","KPNA2",1.12814466998984e-49,0.323223829432165,0.67,0.375,2.19491826993224e-45,"SNU719","KPNA2","karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395]"
"3159","GRWD1",1.12958517674461e-49,0.337561121637587,0.604,0.342,2.19772091987431e-45,"SNU719","GRWD1","glutamate rich WD repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:21270]"
"3160","GMDS",1.1776637848937e-49,0.407887605773698,0.955,0.93,2.29126265988918e-45,"SNU719","GMDS","GDP-mannose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:4369]"
"3161","CCNL2",1.86924247681524e-49,0.335430020305435,0.741,0.546,3.63679816289174e-45,"SNU719","CCNL2","cyclin L2 [Source:HGNC Symbol;Acc:HGNC:20570]"
"3162","TRPS1",1.92641864370649e-49,0.439017077205005,0.584,0.339,3.74804011319534e-45,"SNU719","TRPS1","transcriptional repressor GATA binding 1 [Source:HGNC Symbol;Acc:HGNC:12340]"
"3163","AC009133.1",2.09074347222972e-49,0.472566385281028,0.53,0.286,4.06775049957014e-45,"SNU719","AC009133.1","novel transcript, antisense to C16orf53 and MVP"
"3164","PSMA5",2.59953618913986e-49,0.30003201746861,0.959,0.907,5.05765760959052e-45,"SNU719","PSMA5","proteasome subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:9534]"
"3165","HTATIP2",2.81474482675791e-49,0.294470377598887,0.977,0.924,5.47636753494019e-45,"SNU719","HTATIP2","HIV-1 Tat interactive protein 2 [Source:HGNC Symbol;Acc:HGNC:16637]"
"3166","HSD17B10",5.94290860030431e-49,0.330959328818466,0.888,0.788,1.15625229727521e-44,"SNU719","HSD17B10","hydroxysteroid 17-beta dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:4800]"
"3167","SLC35B4",7.76728526869936e-49,0.317468803046281,0.494,0.232,1.51120302187815e-44,"SNU719","SLC35B4","solute carrier family 35 member B4 [Source:HGNC Symbol;Acc:HGNC:20584]"
"3168","EMC7",8.5702472220684e-49,0.335472096479732,0.883,0.764,1.66742729952563e-44,"SNU719","EMC7","ER membrane protein complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:24301]"
"3169","NEK3",9.38328206191096e-49,0.3163319985152,0.454,0.194,1.8256113579654e-44,"SNU719","NEK3","NIMA related kinase 3 [Source:HGNC Symbol;Acc:HGNC:7746]"
"3170","STK17A",1.0913132732553e-48,0.388237433732092,0.901,0.775,2.12325910444552e-44,"SNU719","STK17A","serine/threonine kinase 17a [Source:HGNC Symbol;Acc:HGNC:11395]"
"3171","PINK1",1.17612707981075e-48,0.401973568183476,0.593,0.341,2.2882728464798e-44,"SNU719","PINK1","PTEN induced kinase 1 [Source:HGNC Symbol;Acc:HGNC:14581]"
"3172","NCR3LG1",1.47929444425475e-48,0.252392967281343,0.292,0.06,2.87811527074205e-44,"SNU719","NCR3LG1","natural killer cell cytotoxicity receptor 3 ligand 1 [Source:HGNC Symbol;Acc:HGNC:42400]"
"3173","SMIM6",1.51866039236725e-48,0.317338776497894,0.34,0.095,2.95470565938973e-44,"SNU719","SMIM6","small integral membrane protein 6 [Source:HGNC Symbol;Acc:HGNC:40032]"
"3174","GTF2H2",1.92173027520054e-48,0.363203748898618,0.608,0.367,3.73891842343017e-44,"SNU719","GTF2H2","general transcription factor IIH subunit 2 [Source:HGNC Symbol;Acc:HGNC:4656]"
"3175","OSBPL8",1.9222836337976e-48,0.344766647573692,0.855,0.757,3.73999503791661e-44,"SNU719","OSBPL8","oxysterol binding protein like 8 [Source:HGNC Symbol;Acc:HGNC:16396]"
"3176","MRPL14",2.22279426026071e-48,0.262314014686398,0.997,0.988,4.32466851276323e-44,"SNU719","MRPL14","mitochondrial ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:14279]"
"3177","ARL16",2.67480124685804e-48,0.333671344311612,0.823,0.688,5.20409330588701e-44,"SNU719","ARL16","ADP ribosylation factor like GTPase 16 [Source:HGNC Symbol;Acc:HGNC:27902]"
"3178","ZNF611",2.81009911823676e-48,0.261140773945416,0.323,0.082,5.46732884444144e-44,"SNU719","ZNF611","zinc finger protein 611 [Source:HGNC Symbol;Acc:HGNC:28766]"
"3179","BAZ1B",3.16883218475716e-48,0.358445677894075,0.944,0.904,6.16527989866353e-44,"SNU719","BAZ1B","bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol;Acc:HGNC:961]"
"3180","CDK5",3.55018313724827e-48,0.35181632536252,0.573,0.326,6.90723631183024e-44,"SNU719","CDK5","cyclin dependent kinase 5 [Source:HGNC Symbol;Acc:HGNC:1774]"
"3181","INF2",3.56675561397588e-48,0.334086926785792,0.826,0.678,6.93947972255147e-44,"SNU719","INF2","inverted formin, FH2 and WH2 domain containing [Source:HGNC Symbol;Acc:HGNC:23791]"
"3182","CKAP2",3.635427365995e-48,0.398822520636063,0.702,0.436,7.07308748327988e-44,"SNU719","CKAP2","cytoskeleton associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1990]"
"3183","EFTUD2",3.67813292690995e-48,0.31623671711016,0.598,0.341,7.156175422596e-44,"SNU719","EFTUD2","elongation factor Tu GTP binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30858]"
"3184","PEF1",3.72788271228523e-48,0.348429072477378,0.752,0.556,7.25296860502214e-44,"SNU719","PEF1","penta-EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30009]"
"3185","MTIF3",3.74608349725004e-48,0.331780966491885,0.895,0.795,7.28838005224967e-44,"SNU719","MTIF3","mitochondrial translational initiation factor 3 [Source:HGNC Symbol;Acc:HGNC:29788]"
"3186","BAIAP2L2",4.62808457260439e-48,0.349713463514364,0.482,0.229,9.0044013444591e-44,"SNU719","BAIAP2L2","BAI1 associated protein 2 like 2 [Source:HGNC Symbol;Acc:HGNC:26203]"
"3187","ASCC3",4.63447547299921e-48,0.349634592879546,0.729,0.528,9.01683548026725e-44,"SNU719","ASCC3","activating signal cointegrator 1 complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:18697]"
"3188","CROT",5.45826690234933e-48,0.307259936438454,0.443,0.183,1.06196040852109e-43,"SNU719","CROT","carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]"
"3189","C11orf24",6.24184691066175e-48,0.365723540197622,0.798,0.626,1.21441373493835e-43,"SNU719","C11orf24","chromosome 11 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:1174]"
"3190","CTNNBL1",6.98425900861127e-48,0.338016204925681,0.726,0.516,1.35885743271541e-43,"SNU719","CTNNBL1","catenin beta like 1 [Source:HGNC Symbol;Acc:HGNC:15879]"
"3191","ID2",7.21108526086108e-48,0.519923447145373,0.695,0.477,1.40298874835313e-43,"SNU719","ID2","inhibitor of DNA binding 2 [Source:HGNC Symbol;Acc:HGNC:5361]"
"3192","KIAA2013",9.40472961902121e-48,0.307659614286351,0.884,0.79,1.82978419467677e-43,"SNU719","KIAA2013","KIAA2013 [Source:HGNC Symbol;Acc:HGNC:28513]"
"3193","ARHGAP12",9.51196515084308e-48,0.353723463034386,0.779,0.608,1.85064793974803e-43,"SNU719","ARHGAP12","Rho GTPase activating protein 12 [Source:HGNC Symbol;Acc:HGNC:16348]"
"3194","CUL1",1.01078689872388e-47,0.327038400901488,0.615,0.369,1.96658699015718e-43,"SNU719","CUL1","cullin 1 [Source:HGNC Symbol;Acc:HGNC:2551]"
"3195","U2AF2",1.06558333555783e-47,0.338523690346367,0.788,0.618,2.07319893766131e-43,"SNU719","U2AF2","U2 small nuclear RNA auxiliary factor 2 [Source:HGNC Symbol;Acc:HGNC:23156]"
"3196","TMEM219",1.09242790549125e-47,0.274506042855123,0.989,0.97,2.12542773292377e-43,"SNU719","TMEM219","transmembrane protein 219 [Source:HGNC Symbol;Acc:HGNC:25201]"
"3197","TOLLIP",1.32736316965143e-47,0.346760486881554,0.662,0.415,2.58251778287381e-43,"SNU719","TOLLIP","toll interacting protein [Source:HGNC Symbol;Acc:HGNC:16476]"
"3198","N4BP1",1.54054731061547e-47,0.319812468501258,0.577,0.321,2.99728884753345e-43,"SNU719","N4BP1","NEDD4 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29850]"
"3199","GALNT5",2.19113298737211e-47,0.389208393854274,0.516,0.248,4.26306834023118e-43,"SNU719","GALNT5","polypeptide N-acetylgalactosaminyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4127]"
"3200","ANKRD39",2.80745784702042e-47,0.35278121566413,0.689,0.474,5.46218998716294e-43,"SNU719","ANKRD39","ankyrin repeat domain 39 [Source:HGNC Symbol;Acc:HGNC:28640]"
"3201","LMAN2",2.96571640408726e-47,0.272463720522419,0.979,0.954,5.77009783579217e-43,"SNU719","LMAN2","lectin, mannose binding 2 [Source:HGNC Symbol;Acc:HGNC:16986]"
"3202","CYP4F12",3.43683079513402e-47,0.287673612035951,0.301,0.07,6.68669799501276e-43,"SNU719","CYP4F12","cytochrome P450 family 4 subfamily F member 12 [Source:HGNC Symbol;Acc:HGNC:18857]"
"3203","NARS",3.48508988926464e-47,0.283814829085466,0.973,0.933,6.78059088855329e-43,"SNU719","NARS","asparaginyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:7643]"
"3204","DUSP11",3.5148768773724e-47,0.339414806552265,0.609,0.364,6.83854445261574e-43,"SNU719","DUSP11","dual specificity phosphatase 11 [Source:HGNC Symbol;Acc:HGNC:3066]"
"3205","AP2B1",4.07048902184116e-47,0.305792564833066,0.956,0.921,7.91954344089417e-43,"SNU719","AP2B1","adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]"
"3206","ZSCAN16-AS1",4.60003885175832e-47,0.354608320626112,0.598,0.347,8.94983558998099e-43,"SNU719","ZSCAN16-AS1","ZSCAN16 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48982]"
"3207","TNIP2",4.91053937750196e-47,0.34431548167326,0.847,0.737,9.55394541286781e-43,"SNU719","TNIP2","TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:19118]"
"3208","VKORC1L1",5.67860329856357e-47,0.321463943234374,0.844,0.717,1.10482905776853e-42,"SNU719","VKORC1L1","vitamin K epoxide reductase complex subunit 1 like 1 [Source:HGNC Symbol;Acc:HGNC:21492]"
"3209","SNX5",5.97259684430487e-47,0.295007315070568,0.971,0.941,1.16202844202796e-42,"SNU719","SNX5","sorting nexin 5 [Source:HGNC Symbol;Acc:HGNC:14969]"
"3210","CTU1",6.45609607679632e-47,0.330151889409068,0.623,0.377,1.25609805270149e-42,"SNU719","CTU1","cytosolic thiouridylase subunit 1 [Source:HGNC Symbol;Acc:HGNC:29590]"
"3211","ZBTB7A",6.75727817948058e-47,0.319787566906114,0.872,0.764,1.31469604259974e-42,"SNU719","ZBTB7A","zinc finger and BTB domain containing 7A [Source:HGNC Symbol;Acc:HGNC:18078]"
"3212","STIP1",7.49069353593327e-47,0.333380090950583,0.864,0.761,1.45738933435118e-42,"SNU719","STIP1","stress induced phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11387]"
"3213","PXN",1.0920442067569e-46,0.347545405035414,0.56,0.321,2.12468120866622e-42,"SNU719","PXN","paxillin [Source:HGNC Symbol;Acc:HGNC:9718]"
"3214","PAF1",1.0926538766272e-46,0.326647097347302,0.557,0.308,2.12586738236588e-42,"SNU719","PAF1","PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]"
"3215","TNFRSF10D",1.11527478281982e-46,0.277485754387653,0.311,0.08,2.16987861745423e-42,"SNU719","TNFRSF10D","TNF receptor superfamily member 10d [Source:HGNC Symbol;Acc:HGNC:11907]"
"3216","MICAL1",1.1641125714481e-46,0.254686837656607,0.308,0.076,2.26489741900942e-42,"SNU719","MICAL1","microtubule associated monooxygenase, calponin and LIM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20619]"
"3217","ZNF655",1.20755107652984e-46,0.349782317783284,0.881,0.767,2.34941137449646e-42,"SNU719","ZNF655","zinc finger protein 655 [Source:HGNC Symbol;Acc:HGNC:30899]"
"3218","ETAA1",1.35154046180459e-46,0.325235386450475,0.603,0.357,2.629557122487e-42,"SNU719","ETAA1","ETAA1 activator of ATR kinase [Source:HGNC Symbol;Acc:HGNC:24648]"
"3219","UBA1",1.55054336750766e-46,0.325493297885118,0.772,0.566,3.01673717582291e-42,"SNU719","UBA1","ubiquitin like modifier activating enzyme 1 [Source:HGNC Symbol;Acc:HGNC:12469]"
"3220","MANSC1",1.58637131464656e-46,0.348228720133265,0.667,0.449,3.08644402977634e-42,"SNU719","MANSC1","MANSC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25505]"
"3221","TERF2IP",2.05395816483615e-46,0.347171528683455,0.79,0.623,3.99618100550521e-42,"SNU719","TERF2IP","TERF2 interacting protein [Source:HGNC Symbol;Acc:HGNC:19246]"
"3222","TXNL4B",2.49644508552122e-46,0.26916910699964,0.461,0.197,4.85708355839009e-42,"SNU719","TXNL4B","thioredoxin like 4B [Source:HGNC Symbol;Acc:HGNC:26041]"
"3223","HIPK2",2.50177118233063e-46,0.349935059399532,0.766,0.572,4.86744601234247e-42,"SNU719","HIPK2","homeodomain interacting protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14402]"
"3224","PEPD",2.58291579696582e-46,0.379524305819335,0.692,0.475,5.0253209745767e-42,"SNU719","PEPD","peptidase D [Source:HGNC Symbol;Acc:HGNC:8840]"
"3225","PSMD3",2.6326319860546e-46,0.330121136204699,0.798,0.641,5.12204879206783e-42,"SNU719","PSMD3","proteasome 26S subunit, non-ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9560]"
"3226","CCDC124",3.22957800326291e-46,0.31278395843877,0.884,0.801,6.28346696314832e-42,"SNU719","CCDC124","coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171]"
"3227","RBM28",3.42052809752089e-46,0.345509371282036,0.722,0.517,6.65497946653665e-42,"SNU719","RBM28","RNA binding motif protein 28 [Source:HGNC Symbol;Acc:HGNC:21863]"
"3228","DEDD2",3.4703547553179e-46,0.35324404719933,0.621,0.389,6.75192221194651e-42,"SNU719","DEDD2","death effector domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24450]"
"3229","SREK1IP1",5.07367316135e-46,0.395032855663862,0.877,0.799,9.87133850272257e-42,"SNU719","SREK1IP1","SREK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26716]"
"3230","MYO15B",5.1281409435265e-46,0.280344715725954,0.319,0.087,9.97731101972517e-42,"SNU719","MYO15B","myosin XVB [Source:HGNC Symbol;Acc:HGNC:14083]"
"3231","GPN1",5.69672037040206e-46,0.32014461003991,0.643,0.417,1.10835391526543e-41,"SNU719","GPN1","GPN-loop GTPase 1 [Source:HGNC Symbol;Acc:HGNC:17030]"
"3232","GOSR2",5.70327449252263e-46,0.349699549126722,0.68,0.472,1.1096290852652e-41,"SNU719","GOSR2","golgi SNAP receptor complex member 2 [Source:HGNC Symbol;Acc:HGNC:4431]"
"3233","IDS",6.52172661192763e-46,0.356449906614519,0.748,0.572,1.26886712961664e-41,"SNU719","IDS","iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389]"
"3234","ENOSF1",7.4339663527693e-46,0.319006910235777,0.633,0.386,1.4463524935948e-41,"SNU719","ENOSF1","enolase superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:30365]"
"3235","CAST",7.54574607530551e-46,0.265881205697024,0.998,0.992,1.46810035641144e-41,"SNU719","CAST","calpastatin [Source:HGNC Symbol;Acc:HGNC:1515]"
"3236","TRIM13",9.26860577674188e-46,0.294836050617286,0.49,0.23,1.8032999399229e-41,"SNU719","TRIM13","tripartite motif containing 13 [Source:HGNC Symbol;Acc:HGNC:9976]"
"3237","GSE1",9.38990499107427e-46,0.338780852152859,0.711,0.508,1.82689991506341e-41,"SNU719","GSE1","Gse1 coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:28979]"
"3238","EHF",1.00929182439132e-45,0.37821803895132,0.697,0.486,1.96367817353575e-41,"SNU719","EHF","ETS homologous factor [Source:HGNC Symbol;Acc:HGNC:3246]"
"3239","SNAPC2",1.31084821142119e-45,0.304909876323818,0.503,0.248,2.55038628014106e-41,"SNU719","SNAPC2","small nuclear RNA activating complex polypeptide 2 [Source:HGNC Symbol;Acc:HGNC:11135]"
"3240","CDKN2AIPNL",1.32303233937301e-45,0.348068405405451,0.767,0.593,2.57409171948412e-41,"SNU719","CDKN2AIPNL","CDKN2A interacting protein N-terminal like [Source:HGNC Symbol;Acc:HGNC:30545]"
"3241","DHX30",1.701431806887e-45,0.320239174491875,0.734,0.538,3.31030572347934e-41,"SNU719","DHX30","DExH-box helicase 30 [Source:HGNC Symbol;Acc:HGNC:16716]"
"3242","NOL7",1.70976106938664e-45,0.318593331336664,0.947,0.915,3.32651113659864e-41,"SNU719","NOL7","nucleolar protein 7 [Source:HGNC Symbol;Acc:HGNC:21040]"
"3243","BORCS5",1.88754109161447e-45,0.313176622732853,0.536,0.277,3.67239994784512e-41,"SNU719","BORCS5","BLOC-1 related complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:17950]"
"3244","TEX261",2.12197143314069e-45,0.32438670278244,0.698,0.493,4.12850762031853e-41,"SNU719","TEX261","testis expressed 261 [Source:HGNC Symbol;Acc:HGNC:30712]"
"3245","DDX52",3.14989979710974e-45,0.308713743963106,0.849,0.723,6.12844504525672e-41,"SNU719","DDX52","DExD-box helicase 52 [Source:HGNC Symbol;Acc:HGNC:20038]"
"3246","BOD1L1",3.76497656500979e-45,0.321476511459291,0.826,0.669,7.32513840488304e-41,"SNU719","BOD1L1","biorientation of chromosomes in cell division 1 like 1 [Source:HGNC Symbol;Acc:HGNC:31792]"
"3247","CDV3",4.19844090467709e-45,0.284211836241938,0.999,0.993,8.16848662413975e-41,"SNU719","CDV3","CDV3 homolog [Source:HGNC Symbol;Acc:HGNC:26928]"
"3248","PTK6",5.98317208931726e-45,0.345389932047785,0.485,0.234,1.16408596169757e-40,"SNU719","PTK6","protein tyrosine kinase 6 [Source:HGNC Symbol;Acc:HGNC:9617]"
"3249","ARHGAP17",8.34502394887915e-45,0.294275550915939,0.465,0.215,1.62360785949393e-40,"SNU719","ARHGAP17","Rho GTPase activating protein 17 [Source:HGNC Symbol;Acc:HGNC:18239]"
"3250","LYN",8.59026090016794e-45,0.335688988629889,0.612,0.376,1.67132116073667e-40,"SNU719","LYN","LYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6735]"
"3251","KANSL1",9.27160636015775e-45,0.302432303727243,0.894,0.823,1.80388373343229e-40,"SNU719","KANSL1","KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565]"
"3252","TTYH3",9.60084904889461e-45,0.391159696351257,0.775,0.628,1.86794119095294e-40,"SNU719","TTYH3","tweety family member 3 [Source:HGNC Symbol;Acc:HGNC:22222]"
"3253","MTMR11",9.66229846742072e-45,0.34061428380981,0.367,0.129,1.87989678982137e-40,"SNU719","MTMR11","myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307]"
"3254","GPATCH11",1.04912683838535e-44,0.30514434428321,0.463,0.208,2.04118117676253e-40,"SNU719","GPATCH11","G-patch domain containing 11 [Source:HGNC Symbol;Acc:HGNC:26768]"
"3255","HOXA11",1.3585181407515e-44,0.253485693777322,0.318,0.088,2.64313289464613e-40,"SNU719","HOXA11","homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]"
"3256","CTDNEP1",1.46173466708011e-44,0.264307131815902,0.969,0.932,2.84395096827106e-40,"SNU719","CTDNEP1","CTD nuclear envelope phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:19085]"
"3257","TNFRSF10A",1.49089796719004e-44,0.306794103864433,0.461,0.214,2.90069108496495e-40,"SNU719","TNFRSF10A","TNF receptor superfamily member 10a [Source:HGNC Symbol;Acc:HGNC:11904]"
"3258","PRKAR1A",1.51317726841548e-44,0.32551338819255,0.809,0.657,2.94403769342917e-40,"SNU719","PRKAR1A","protein kinase cAMP-dependent type I regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9388]"
"3259","TRAPPC10",1.64779740896857e-44,0.319002998448977,0.532,0.288,3.20595463888925e-40,"SNU719","TRAPPC10","trafficking protein particle complex 10 [Source:HGNC Symbol;Acc:HGNC:11868]"
"3260","LEMD1",1.74284286486117e-44,0.404811534217842,0.299,0.078,3.39087507787389e-40,"SNU719","LEMD1","LEM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18725]"
"3261","OGFOD3",2.4513320460898e-44,0.312604345683387,0.706,0.498,4.76931162887231e-40,"SNU719","OGFOD3","2-oxoglutarate and iron dependent oxygenase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26174]"
"3262","NPM1",3.5409977665613e-44,0.291938719329049,1,1,6.88936525462166e-40,"SNU719","NPM1","nucleophosmin 1 [Source:HGNC Symbol;Acc:HGNC:7910]"
"3263","PSMB4",5.94805219080926e-44,0.295964674529417,0.856,0.742,1.15725303424385e-39,"SNU719","PSMB4","proteasome subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:9541]"
"3264","SMAD3",6.12849221518187e-44,0.356306813641158,0.583,0.357,1.19235944538579e-39,"SNU719","SMAD3","SMAD family member 3 [Source:HGNC Symbol;Acc:HGNC:6769]"
"3265","BFAR",6.39994222793716e-44,0.34415228842855,0.754,0.586,1.24517275986745e-39,"SNU719","BFAR","bifunctional apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:17613]"
"3266","TCP1",7.8602413921135e-44,0.291804944889436,0.973,0.937,1.5292885652496e-39,"SNU719","TCP1","t-complex 1 [Source:HGNC Symbol;Acc:HGNC:11655]"
"3267","GMFB",9.17588780000686e-44,0.339587059854022,0.814,0.656,1.78526073036933e-39,"SNU719","GMFB","glia maturation factor beta [Source:HGNC Symbol;Acc:HGNC:4373]"
"3268","HEXIM1",9.42698120882272e-44,0.327530979846414,0.476,0.233,1.83411346398855e-39,"SNU719","HEXIM1","HEXIM P-TEFb complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24953]"
"3269","SHOC2",1.21768454484928e-43,0.317946619981405,0.68,0.465,2.36912705045875e-39,"SNU719","SHOC2","SHOC2 leucine rich repeat scaffold protein [Source:HGNC Symbol;Acc:HGNC:15454]"
"3270","MIDN",1.28391875877478e-43,0.355680965401165,0.853,0.745,2.49799233707221e-39,"SNU719","MIDN","midnolin [Source:HGNC Symbol;Acc:HGNC:16298]"
"3271","AKIRIN1",1.47143768260226e-43,0.310926723271061,0.855,0.742,2.86282915527096e-39,"SNU719","AKIRIN1","akirin 1 [Source:HGNC Symbol;Acc:HGNC:25744]"
"3272","AVEN",1.62324558778187e-43,0.318185526745195,0.636,0.399,3.15818661558841e-39,"SNU719","AVEN","apoptosis and caspase activation inhibitor [Source:HGNC Symbol;Acc:HGNC:13509]"
"3273","PFDN1",1.7063257139013e-43,0.308210186532983,0.912,0.833,3.31982730896637e-39,"SNU719","PFDN1","prefoldin subunit 1 [Source:HGNC Symbol;Acc:HGNC:8866]"
"3274","GCLC",2.04796263709548e-43,0.385362779756152,0.669,0.45,3.98451610673297e-39,"SNU719","GCLC","glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311]"
"3275","PTPRE",2.54137607428681e-43,0.362583041470374,0.511,0.258,4.94450129013241e-39,"SNU719","PTPRE","protein tyrosine phosphatase receptor type E [Source:HGNC Symbol;Acc:HGNC:9669]"
"3276","WASF2",2.63240451561507e-43,0.302016988016696,0.992,0.991,5.12160622558069e-39,"SNU719","WASF2","WASP family member 2 [Source:HGNC Symbol;Acc:HGNC:12733]"
"3277","C2orf68",2.67773002552227e-43,0.311611459598762,0.759,0.571,5.20979153765612e-39,"SNU719","C2orf68","chromosome 2 open reading frame 68 [Source:HGNC Symbol;Acc:HGNC:34353]"
"3278","PDK3",2.98155958307619e-43,0.273709986354311,0.339,0.11,5.80092232483304e-39,"SNU719","PDK3","pyruvate dehydrogenase kinase 3 [Source:HGNC Symbol;Acc:HGNC:8811]"
"3279","MFSD11",3.4714093037863e-43,0.292607918143479,0.507,0.258,6.75397394144662e-39,"SNU719","MFSD11","major facilitator superfamily domain containing 11 [Source:HGNC Symbol;Acc:HGNC:25458]"
"3280","CSK",3.86255376441706e-43,0.317648902101248,0.609,0.369,7.51498460404984e-39,"SNU719","CSK","C-terminal Src kinase [Source:HGNC Symbol;Acc:HGNC:2444]"
"3281","DHRS4-AS1",4.02466845617121e-43,0.328571247435129,0.806,0.675,7.8303949483267e-39,"SNU719","DHRS4-AS1","DHRS4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23175]"
"3282","SLC25A13",4.1618662366163e-43,0.308673602950812,0.816,0.673,8.09732694996068e-39,"SNU719","SLC25A13","solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]"
"3283","CCDC32",4.42921296544095e-43,0.285949301614098,0.423,0.183,8.61747674556191e-39,"SNU719","CCDC32","coiled-coil domain containing 32 [Source:HGNC Symbol;Acc:HGNC:28295]"
"3284","ERICH2",4.760947720234e-43,0.487944371012838,0.466,0.235,9.26289988448727e-39,"SNU719","ERICH2","glutamate rich 2 [Source:HGNC Symbol;Acc:HGNC:44395]"
